StudentLevel,Department,SessionDate,SessionLengthMin,TotalPrompts,TaskType,AI_AssistanceLevel,FinalOutcome,UsedAgain,SatisfactionRating,DayOfWeek,IsWeekend,PromptsPerMinute,EstimatedSessionCost_USD,StudentAge,AcademicPressureScore,GpaImprovement
Graduate,Engineering,2025-04-15,27.06,12,Writing,5,Idea Drafted,False,5.0,Tuesday,False,0.44,0.12,22,84,0.47
Undergraduate,Math,2025-06-10,23.06,8,Coding,4,Assignment Completed,False,5.0,Tuesday,False,0.35,0.08,23,85,0.46
High School,Business,2025-01-18,22.2,5,Coding,3,Assignment Completed,True,3.7,Saturday,True,0.23,0.05,15,36,0.1
Graduate,Computer Science,2025-01-18,34.88,16,Coding,4,Confused,True,4.1,Saturday,Unknown,0.46,0.16,32,26,0.48
High School,Biology,2024-08-05,39.0,17,Writing,4,Assignment Completed,True,5.0,Monday,False,0.44,0.17,16,22,0.32
Undergraduate,Business,2025-02-07,9.6,3,Research,4,Assignment Completed,False,3.3,Friday,False,0.31,0.03,21,52,0.22
Undergraduate,Engineering,2025-02-07,27.01,5,Homework Help,5,Assignment Completed,False,5.0,Friday,False,0.19,0.05,20,33,0.06
Undergraduate,Computer Science,2024-11-24,35.72,10,Coding,3,Assignment Completed,True,3.1,Sunday,True,0.28,0.1,20,76,0.12
Undergraduate,Unknown,2024-12-27,20.07,5,Writing,3,Idea Drafted,True,3.4,Friday,Unknown,0.25,0.05,18,70,0.33
High School,Psychology,2024-12-27,21.17,4,Writing,4,Assignment Completed,True,4.4,Thursday,False,0.19,0.04,17,20,0.36
Undergraduate,Computer Science,2025-01-02,19.5,4,Writing,1,Idea Drafted,True,1.2,Thursday,False,0.41,0.08,18,76,0.34
Undergraduate,Biology,2025-01-27,15.13,5,Coding,4,Assignment Completed,True,3.7,Monday,False,0.33,0.05,18,4,0.22
Undergraduate,Psychology,2024-08-12,14.94,4,Writing,4,Assignment Completed,False,3.5,Monday,False,0.27,0.04,19,19,0.02
Undergraduate,Psychology,2024-09-08,8.47,2,Coding,3,Idea Drafted,True,4.2,Sunday,True,0.24,0.02,32,66,0.25
Undergraduate,History,2025-05-29,14.05,4,Writing,2,Idea Drafted,True,2.2,Thursday,False,0.28,0.01,23,72,0.18
Undergraduate,Engineering,2024-07-24,8.13,1,Brainstorming,4,Assignment Completed,False,3.7,Wednesday,False,0.12,0.01,19,37,0.21
Undergraduate,Business,2024-08-30,7.06,1,Coding,2,Assignment Completed,True,3.5,Friday,False,0.14,0.01,18,21,0.3
Undergraduate,Psychology,2024-08-30,22.0,4,Writing,2,Confused,False,3.5,Monday,False,0.18,0.04,19,4,0.23
Undergraduate,Computer Science,2025-02-10,0.82,1,Writing,4,Assignment Completed,True,3.4,Monday,False,1.22,0.01,23,11,0.32
High School,Business,2025-06-01,4.53,1,Writing,5,Idea Drafted,False,4.3,Sunday,True,0.22,0.01,18,51,0.13
Undergraduate,History,2025-06-24,38.32,16,Writing,3,Assignment Completed,True,2.1,Tuesday,False,0.42,0.16,18,62,0.3
Undergraduate,Biology,2024-11-10,16.05,3,Homework Help,3,Idea Drafted,False,5.0,Sunday,True,0.19,0.03,18,5,0.18
High School,History,2024-12-13,9.66,2,Writing,4,Assignment Completed,True,5.0,Friday,Unknown,0.21,0.02,18,94,0.42
Undergraduate,Computer Science,2025-06-20,28.67,7,Coding,4,Assignment Completed,True,4.9,Friday,False,0.2,0.07,22,77,0.32
Undergraduate,Business,2025-04-25,16.7,4,Coding,4,Assignment Completed,True,3.5,Friday,False,0.19,0.04,18,99,0.2
Undergraduate,Business,2025-06-07,5.03,1,Homework Help,3,Assignment Completed,False,2.9,Saturday,True,0.2,0.01,23,15,0.38
Undergraduate,Biology,2024-06-29,16.7,11,Studying,5,Idea Drafted,False,4.0,Saturday,True,0.32,0.11,21,89,0.29
Undergraduate,Computer Science,2024-06-29,20.39,6,Homework Help,4,Idea Drafted,True,5.0,Friday,False,0.2,0.06,21,1,0.29
Undergraduate,Math,2025-05-01,19.65,6,Homework Help,2,Assignment Completed,True,2.0,Thursday,False,0.31,0.06,19,91,0.37
Undergraduate,Computer Science,2024-10-08,3.42,4,Studying,4,Assignment Completed,True,4.2,Tuesday,False,0.29,0.01,19,4,0.03
Graduate,Biology,2024-12-14,32.96,11,Research,5,Confused,True,5.0,Saturday,True,0.33,0.11,22,84,0.13
Graduate,History,2024-08-15,1.17,1,Homework Help,4,Assignment Completed,True,4.7,Thursday,False,0.85,0.01,22,21,0.16
Undergraduate,Business,2025-03-29,16.7,2,Brainstorming,3,Idea Drafted,False,2.2,Saturday,True,0.2,0.02,23,2,0.23
Undergraduate,History,2024-11-29,37.88,10,Coding,4,Assignment Completed,True,4.1,Friday,False,0.26,0.1,20,18,0.33
Undergraduate,Biology,2025-04-27,15.53,5,Studying,2,Gave Up,True,1.8,Sunday,True,0.32,0.05,19,38,0.44
Graduate,Biology,2024-10-04,14.83,3,Homework Help,3,Assignment Completed,True,1.2,Friday,False,0.2,0.03,24,41,0.3
Graduate,Psychology,2024-10-04,17.1,4,Homework Help,4,Assignment Completed,True,3.9,Wednesday,False,0.23,0.04,33,95,0.2
Undergraduate,Psychology,2024-08-26,15.75,5,Coding,4,Idea Drafted,False,5.0,Monday,False,0.32,0.05,22,48,0.33
Undergraduate,Computer Science,2025-02-27,25.29,9,Writing,5,Assignment Completed,True,4.6,Thursday,False,0.36,0.09,23,45,0.33
High School,Engineering,2024-12-06,14.98,3,Writing,2,Idea Drafted,False,2.5,Friday,Unknown,0.2,0.03,15,69,0.0
Graduate,Biology,2024-07-23,18.98,5,Coding,3,Assignment Completed,True,4.1,Tuesday,False,0.26,0.05,22,35,0.39
Graduate,Biology,2024-07-23,16.13,560,Writing,4,Idea Drafted,True,3.5,Tuesday,False,0.19,0.03,25,28,0.41
Undergraduate,Business,2024-08-06,13.94,5,Homework Help,4,Assignment Completed,True,3.2,Monday,False,0.36,0.05,18,82,0.46
Undergraduate,Psychology,2024-08-26,8.93,3,Writing,3,Idea Drafted,False,3.5,Monday,False,0.34,0.03,23,81,0.47
Undergraduate,Engineering,2024-07-14,33.13,12,Writing,3,Idea Drafted,True,3.3,Sunday,Unknown,0.36,0.12,19,15,0.02
Undergraduate,Computer Science,2024-09-11,16.7,1,Writing,3,Assignment Completed,True,3.1,Wednesday,False,0.22,0.01,20,60,0.4
High School,Business,2025-01-15,6.21,1,Studying,4,Assignment Completed,True,4.0,Wednesday,False,0.16,0.01,16,51,0.3
Graduate,Computer Science,2025-01-15,27.78,9,Studying,4,Idea Drafted,True,3.4,Friday,True,0.32,0.09,33,48,0.35
Graduate,History,2024-09-20,43.34,18,Coding,2,Gave Up,True,1.1,Friday,False,0.42,0.18,23,35,0.05
Undergraduate,Business,2025-04-05,14.8,5,Writing,4,Idea Drafted,False,3.8,Saturday,Unknown,0.34,0.05,18,18,0.23
High School,Math,2025-06-02,15.58,4,Homework Help,3,Assignment Completed,True,3.2,Monday,False,0.26,0.04,15,96,0.17
High School,Math,2024-12-26,12.57,3,Studying,4,Idea Drafted,True,4.7,Thursday,False,0.24,0.01,15,73,0.16
High School,Computer Science,2024-11-03,19.0,4,Writing,3,Idea Drafted,True,2.6,Sunday,True,0.21,0.04,17,94,0.41
Undergraduate,History,2024-11-03,12.82,2,Writing,4,Assignment Completed,True,5.0,Friday,False,0.16,0.02,19,62,0.25
High School,Psychology,2024-12-08,14.21,2,Studying,5,Assignment Completed,True,5.0,Sunday,Unknown,0.14,0.02,17,51,0.28
High School,Psychology,2025-03-21,30.38,11,Coding,3,Idea Drafted,True,2.5,Friday,False,0.36,0.11,18,61,0.36
Graduate,Engineering,2025-02-07,16.7,3,Studying,2,Assignment Completed,True,3.1,Friday,False,0.3,0.03,32,87,0.06
Undergraduate,Biology,2024-11-20,2.88,1,Brainstorming,2,Assignment Completed,True,1.5,Friday,False,0.35,0.01,18,97,0.03
Undergraduate,Math,2025-05-26,35.85,11,Homework Help,3,Assignment Completed,False,2.9,Monday,False,0.31,0.11,23,51,0.33
Undergraduate,Math,2025-04-12,10.94,4,Writing,2,Idea Drafted,False,1.7,Friday,True,0.37,0.04,20,58,0.25
Undergraduate,Unknown,2025-04-12,35.68,12,Homework Help,5,Assignment Completed,True,5.0,Thursday,False,0.34,0.12,18,80,0.41
Undergraduate,Psychology,2024-07-12,2.68,1,Writing,3,Assignment Completed,False,3.5,Friday,False,0.37,0.01,20,93,0.08
High School,History,2024-12-20,8.06,3,Writing,4,Assignment Completed,True,3.2,Friday,False,0.37,0.03,16,51,0.25
Undergraduate,History,2024-12-20,19.99,5,Homework Help,3,Assignment Completed,True,3.2,Saturday,True,0.25,0.05,16,91,0.28
Undergraduate,Computer Science,2024-12-20,10.57,2,Brainstorming,4,Assignment Completed,True,4.3,Thursday,Unknown,0.19,0.02,21,42,0.19
Undergraduate,Math,2025-05-08,14.96,4,Writing,3,Assignment Completed,False,3.0,Thursday,False,0.27,0.04,19,89,0.39
Undergraduate,Computer Science,2025-02-25,9.18,4,Homework Help,4,Assignment Completed,True,4.5,Tuesday,False,0.44,0.04,19,95,0.48
Undergraduate,Math,2024-08-28,15.93,3,Studying,4,Idea Drafted,True,3.1,Wednesday,False,0.2,0.03,21,25,0.44
Undergraduate,Engineering,2024-10-04,12.33,3,Writing,5,Confused,False,3.8,Friday,False,0.2,0.03,19,99,0.07
Undergraduate,Engineering,2024-08-30,27.21,8,Homework Help,5,Assignment Completed,True,3.9,Friday,False,0.29,0.08,19,93,0.17
Graduate,Math,2024-08-30,24.27,8,Homework Help,3,Confused,False,3.6,Tuesday,False,0.2,0.08,32,61,0.32
Graduate,Unknown,2024-08-12,21.32,4,Writing,3,Idea Drafted,True,3.5,Monday,False,0.19,0.04,23,44,0.01
Undergraduate,Business,2024-08-10,7.33,2,Coding,2,Assignment Completed,False,1.0,Saturday,True,0.27,0.02,20,52,0.34
High School,Computer Science,2025-01-26,16.47,7,Writing,3,Assignment Completed,True,3.5,Sunday,True,0.43,0.07,17,17,0.48
Undergraduate,Unknown,2025-03-20,16.7,1,Homework Help,4,Assignment Completed,True,3.4,Thursday,Unknown,0.37,0.01,19,46,0.2
Undergraduate,Business,2025-04-11,13.5,2,Coding,4,Assignment Completed,True,4.5,Friday,False,0.15,0.02,18,8,0.25
Undergraduate,Business,2025-04-11,5.62,1,Coding,4,Assignment Completed,False,4.2,Sunday,True,0.18,0.01,20,19,0.48
Graduate,Math,2025-01-05,16.68,7,Studying,2,Assignment Completed,True,2.1,Sunday,Unknown,0.42,0.07,32,19,0.18
Undergraduate,Engineering,2024-10-27,16.7,8,Studying,4,Assignment Completed,True,2.8,Sunday,True,0.27,0.08,19,1,0.43
High School,Psychology,2025-05-31,24.17,9,Studying,5,Idea Drafted,True,5.0,Saturday,True,0.37,0.09,18,5,0.49
Undergraduate,History,2024-09-30,33.4,14,Writing,2,Assignment Completed,True,2.7,Monday,False,0.42,0.14,21,25,0.2
Graduate,Math,2024-11-11,14.54,3,Writing,3,Assignment Completed,False,2.4,Monday,False,0.2,0.03,24,48,0.11
Undergraduate,History,2025-04-29,17.97,3,Homework Help,4,Confused,True,4.7,Tuesday,False,0.17,0.03,18,42,0.28
Undergraduate,Engineering,2025-04-29,16.7,3,Studying,5,Assignment Completed,True,4.4,Sunday,True,0.41,0.03,19,51,0.42
Graduate,Biology,2024-07-12,16.7,16,Coding,2,Idea Drafted,True,1.7,Saturday,True,0.31,0.16,24,100,0.16
Graduate,Psychology,2024-07-12,16.85,4,Writing,4,Assignment Completed,False,4.1,Thursday,False,0.24,0.04,26,26,0.5
Undergraduate,Unknown,2024-12-07,14.54,3,Writing,4,Idea Drafted,True,4.6,Saturday,True,0.21,0.03,18,50,0.32
Undergraduate,History,2024-09-30,10.17,3,Studying,4,Confused,True,3.8,Monday,False,0.29,0.03,20,40,0.24
Undergraduate,Biology,2024-09-30,23.07,7,Writing,4,Assignment Completed,True,3.6,Sunday,True,0.3,0.07,21,76,0.25
Graduate,Engineering,2025-03-04,14.47,4,Studying,4,Confused,False,4.9,Tuesday,False,0.28,0.04,18,60,0.47
Undergraduate,Math,2024-11-13,34.45,9,Research,3,Assignment Completed,True,2.6,Wednesday,False,0.2,0.09,21,29,0.18
Undergraduate,History,2024-11-13,16.7,6,Coding,4,Assignment Completed,True,3.5,Saturday,True,0.29,0.06,23,82,0.16
High School,Biology,2025-03-04,18.28,4,Writing,3,Gave Up,False,1.4,Tuesday,False,0.22,0.04,14,26,0.12
Undergraduate,Psychology,2025-03-04,7.22,1,Writing,3,Assignment Completed,True,3.4,Sunday,True,0.14,0.01,21,38,0.4
Undergraduate,Business,2025-04-07,42.28,19,Brainstorming,3,Idea Drafted,False,3.1,Monday,False,0.45,0.19,23,54,0.42
Graduate,Biology,2024-08-19,17.89,4,Research,4,Idea Drafted,True,3.5,Monday,False,0.2,0.04,34,24,0.09
Undergraduate,Biology,2025-05-27,16.86,5,Writing,3,Assignment Completed,True,2.3,Tuesday,False,0.3,0.05,23,41,0.25
Undergraduate,Psychology,2025-05-27,36.94,13,Studying,2,Gave Up,True,3.1,Sunday,True,0.35,0.13,19,96,0.18
Undergraduate,Math,2025-05-18,3.69,1,Coding,5,Assignment Completed,False,4.9,Sunday,True,0.27,0.01,20,75,0.16
Undergraduate,History,2025-05-18,21.74,5,Coding,4,Assignment Completed,True,4.0,Saturday,True,0.23,0.05,18,43,0.5
Undergraduate,Engineering,2024-07-23,15.8,3,Writing,3,Idea Drafted,True,1.0,Tuesday,False,0.19,0.03,22,82,0.35
Undergraduate,History,2024-08-06,45.19,9,Studying,4,Assignment Completed,True,2.6,Tuesday,False,0.2,0.09,22,82,0.46
Undergraduate,Math,2024-08-17,2.99,1,Writing,2,Assignment Completed,True,1.4,Saturday,True,0.33,0.01,23,71,0.44
Undergraduate,Psychology,2024-09-07,2.71,1,Studying,4,Idea Drafted,False,3.5,Saturday,True,0.37,0.01,19,40,0.28
High School,Business,2024-08-22,40.65,12,Coding,2,Idea Drafted,True,1.9,Thursday,False,0.3,0.12,14,17,0.5
Undergraduate,Unknown,2025-06-21,6.22,2,Homework Help,1,Confused,False,1.0,Saturday,True,0.32,0.02,22,16,0.03
Undergraduate,Math,2025-06-21,32.54,7,Homework Help,2,Idea Drafted,True,1.6,Thursday,Unknown,0.22,0.07,21,51,0.42
Undergraduate,Business,2024-12-14,16.7,14,Writing,4,Gave Up,True,3.9,Saturday,True,0.26,0.14,19,82,0.48
Graduate,Biology,2024-10-12,3.32,1,Studying,3,Assignment Completed,False,3.5,Saturday,True,0.3,0.01,23,54,0.19
Undergraduate,Biology,2024-10-12,24.46,6,Homework Help,3,Confused,False,2.8,Friday,False,0.25,0.06,19,97,0.31
Undergraduate,Engineering,2025-01-18,9.02,4,Writing,3,Idea Drafted,False,2.9,Saturday,True,0.33,0.03,19,34,0.2
Undergraduate,Psychology,2025-01-18,4.47,1,Research,3,Idea Drafted,False,2.6,Monday,False,0.2,0.01,22,24,0.15
Undergraduate,Biology,2025-04-17,16.7,4,Coding,4,Assignment Completed,False,3.9,Thursday,False,0.28,0.04,21,51,0.06
Undergraduate,Biology,2025-04-17,22.79,8,Homework Help,4,Assignment Completed,True,2.3,Sunday,True,0.35,0.08,18,89,0.19
Undergraduate,Computer Science,2025-04-03,11.36,2,Writing,5,Assignment Completed,True,3.8,Thursday,False,0.2,0.02,21,98,0.45
Undergraduate,Math,2024-12-31,6.3,2,Writing,2,Assignment Completed,True,2.2,Tuesday,False,0.32,0.02,19,63,0.07
Undergraduate,Math,2025-03-15,13.34,5,Research,3,Idea Drafted,True,2.8,Saturday,True,0.37,0.05,21,82,0.34
Graduate,Engineering,2025-06-24,11.25,3,Homework Help,1,Assignment Completed,True,1.0,Tuesday,False,0.2,0.03,24,37,0.29
High School,Computer Science,2025-06-24,16.7,3,Writing,4,Assignment Completed,False,3.1,Thursday,False,0.16,0.03,14,44,0.47
Undergraduate,Biology,2025-04-04,6.78,1,Coding,4,Gave Up,True,4.9,Friday,False,0.15,0.01,21,27,0.32
Graduate,Math,2025-05-06,13.23,4,Writing,4,Gave Up,False,4.3,Tuesday,False,0.45,0.06,22,57,0.25
Undergraduate,Math,2024-07-26,5.35,1,Homework Help,5,Assignment Completed,True,5.0,Friday,False,0.19,0.01,22,78,0.22
Undergraduate,Engineering,2024-12-11,39.2,14,Writing,4,Assignment Completed,True,4.2,Wednesday,False,0.36,0.14,19,51,0.07
Graduate,Biology,2025-06-08,5.99,1,Studying,2,Idea Drafted,False,2.9,Sunday,True,0.17,0.01,34,93,0.38
High School,Unknown,2025-06-08,1.91,1,Writing,2,Assignment Completed,True,2.3,Sunday,True,0.52,0.01,18,59,0.46
Graduate,Math,2024-11-25,21.55,8,Homework Help,3,Gave Up,False,2.5,Monday,False,0.37,0.08,32,82,0.33
Undergraduate,Computer Science,2025-04-16,14.17,2,Coding,3,Confused,False,2.1,Wednesday,False,0.14,0.02,22,66,0.08
Undergraduate,History,2024-09-12,33.84,9,Studying,3,Confused,True,3.4,Thursday,False,0.27,0.09,20,50,0.37
Graduate,Unknown,2024-09-26,14.07,5,Homework Help,4,Idea Drafted,True,4.4,Thursday,False,0.36,0.05,34,78,0.0
Undergraduate,History,2025-03-09,8.42,2,Coding,5,Assignment Completed,True,4.0,Sunday,True,0.24,0.02,22,35,0.46
Undergraduate,Psychology,2024-10-15,25.74,6,Writing,2,Idea Drafted,True,2.5,Tuesday,False,0.23,0.06,18,66,0.48
Undergraduate,Unknown,2025-03-01,6.52,1,Writing,3,Assignment Completed,True,3.0,Saturday,True,0.15,0.01,21,84,0.17
High School,Computer Science,2025-02-28,18.56,5,Writing,4,Assignment Completed,True,3.3,Friday,False,0.27,0.05,14,81,0.28
Undergraduate,Computer Science,2025-02-28,13.26,5,Writing,3,Assignment Completed,True,3.3,Friday,Unknown,0.38,0.05,20,95,0.24
Undergraduate,Engineering,2025-04-08,10.17,4,Writing,4,Idea Drafted,True,3.5,Tuesday,False,0.39,0.04,22,66,0.49
Undergraduate,Computer Science,2024-08-27,9.98,2,Coding,3,Confused,True,1.8,Tuesday,False,0.2,0.02,19,30,0.19
Undergraduate,History,2024-12-31,11.53,2,Homework Help,5,Confused,True,4.3,Friday,False,0.17,0.02,19,21,0.47
Undergraduate,Business,2024-08-28,22.18,4,Coding,5,Assignment Completed,True,4.9,Wednesday,False,0.18,0.04,22,51,0.25
Undergraduate,Business,2024-07-05,0.74,4,Coding,5,Assignment Completed,True,4.5,Friday,False,0.2,0.01,18,77,0.39
Graduate,History,2024-09-06,14.1,3,Studying,4,Confused,False,4.5,Friday,Unknown,0.21,0.03,27,57,0.24
High School,Business,2025-05-26,23.81,8,Studying,3,Confused,False,1.8,Monday,False,0.34,0.01,14,21,0.1
Undergraduate,Biology,2025-05-13,6.81,1,Coding,4,Confused,True,3.5,Tuesday,False,0.15,0.01,22,24,0.43
Undergraduate,Biology,2025-01-25,19.22,3,Homework Help,4,Confused,True,3.0,Saturday,True,0.16,0.03,18,55,0.34
Undergraduate,Business,2025-01-25,27.53,7,Studying,5,Idea Drafted,True,4.6,Sunday,True,0.25,0.07,19,7,0.13
Undergraduate,Computer Science,2024-11-18,4.39,1,Writing,4,Assignment Completed,False,5.0,Monday,False,0.23,0.01,19,45,0.35
High School,Math,2025-03-17,12.46,4,Studying,3,Confused,False,2.6,Monday,False,0.32,0.04,16,80,0.13
High School,Unknown,2024-08-28,16.97,3,Studying,4,Gave Up,False,2.6,Wednesday,False,0.2,0.03,18,65,0.03
Undergraduate,Engineering,2025-05-08,10.15,4,Coding,3,Assignment Completed,True,5.0,Thursday,Unknown,0.2,0.02,22,38,0.42
Undergraduate,Unknown,2025-06-07,32.6,9,Brainstorming,3,Assignment Completed,True,3.5,Friday,True,0.28,0.09,26,34,0.23
Undergraduate,Psychology,2024-12-25,11.55,4,Studying,4,Idea Drafted,True,2.9,Wednesday,False,0.35,0.04,18,17,0.42
Undergraduate,History,2024-11-08,26.76,12,Coding,4,Assignment Completed,True,3.7,Friday,False,0.2,0.12,18,92,0.45
High School,Psychology,2025-03-28,17.72,8,Writing,5,Idea Drafted,True,5.0,Friday,False,0.45,0.08,17,41,0.08
Undergraduate,Business,2024-06-28,7.24,3,Writing,3,Idea Drafted,False,1.1,Friday,False,0.41,0.03,18,78,0.5
Undergraduate,Unknown,2025-03-05,16.7,3,Writing,3,Assignment Completed,True,2.5,Wednesday,False,0.26,0.03,19,85,0.2
Undergraduate,History,2025-01-20,23.44,7,Writing,3,Idea Drafted,False,3.6,Monday,False,0.3,0.07,22,83,0.38
Undergraduate,Business,2024-07-17,21.87,5,Homework Help,3,Gave Up,True,2.7,Wednesday,False,0.23,0.05,19,51,0.11
Undergraduate,Computer Science,2024-07-17,17.13,4,Writing,3,Confused,False,2.4,Thursday,False,0.23,0.04,22,75,0.01
Undergraduate,Unknown,2025-05-18,22.33,5,Homework Help,5,Idea Drafted,True,3.5,Friday,True,0.22,0.05,23,80,0.18
Graduate,Engineering,2024-07-20,5.53,1,Homework Help,4,Idea Drafted,True,3.7,Saturday,True,0.18,0.01,18,73,0.16
Undergraduate,Computer Science,2025-04-24,25.32,10,Coding,4,Confused,False,4.9,Thursday,False,0.39,0.1,20,89,0.14
Undergraduate,Engineering,2024-11-21,16.28,6,Coding,3,Confused,True,3.3,Thursday,False,0.37,0.06,19,45,0.2
Undergraduate,Computer Science,2024-09-27,24.18,4,Writing,5,Assignment Completed,False,3.8,Friday,False,0.17,0.04,18,83,0.1
Undergraduate,History,2025-05-11,16.7,4,Writing,2,Assignment Completed,False,1.9,Sunday,True,0.24,0.04,23,4,0.25
Undergraduate,Math,2025-05-11,10.88,5,Homework Help,4,Assignment Completed,False,3.9,Wednesday,False,0.2,0.05,19,2,0.25
Undergraduate,Business,2024-10-01,17.42,5,Writing,3,Idea Drafted,True,2.2,Tuesday,False,0.2,0.05,18,51,0.07
Undergraduate,Engineering,2024-10-01,39.34,4,Writing,3,Idea Drafted,False,2.9,Tuesday,False,0.28,0.11,20,93,0.28
Graduate,History,2025-03-28,14.89,3,Writing,2,Assignment Completed,True,1.9,Friday,False,0.2,0.03,28,35,0.34
Undergraduate,Computer Science,2025-02-25,16.7,10,Studying,3,Idea Drafted,True,2.7,Tuesday,Unknown,0.3,0.1,24,23,0.39
Undergraduate,Computer Science,2024-09-07,13.53,3,Studying,2,Idea Drafted,True,2.7,Saturday,True,0.2,0.03,22,16,0.03
Undergraduate,Engineering,2024-07-06,22.03,10,Coding,3,Idea Drafted,True,3.2,Saturday,True,0.45,0.1,18,88,0.22
Undergraduate,History,2024-11-21,16.7,2,Coding,4,Assignment Completed,True,4.8,Thursday,False,0.19,0.02,18,51,0.27
High School,Biology,2025-02-15,14.56,2,Coding,2,Confused,True,1.9,Saturday,True,0.14,0.02,18,63,0.07
Undergraduate,Psychology,2025-02-15,12.18,2,Writing,2,Assignment Completed,False,2.0,Sunday,True,0.16,0.02,18,91,0.25
Undergraduate,Computer Science,2024-09-21,4.46,1,Coding,4,Idea Drafted,True,3.5,Saturday,True,0.2,0.01,20,81,0.28
High School,Biology,2024-10-28,7.15,1,Coding,4,Assignment Completed,False,4.5,Monday,False,0.14,0.01,18,67,0.23
High School,Biology,2025-03-30,41.6,8,Research,4,Idea Drafted,True,4.9,Sunday,True,0.2,0.08,14,51,0.33
Undergraduate,Engineering,2025-01-21,4.24,1,Homework Help,3,Confused,True,2.9,Tuesday,False,0.24,0.01,23,40,0.06
Graduate,Unknown,2025-01-05,16.7,5,Writing,4,Assignment Completed,True,4.2,Sunday,True,0.23,0.05,22,83,0.47
Undergraduate,Unknown,2025-05-12,13.27,3,Homework Help,3,Assignment Completed,False,2.9,Monday,False,0.23,0.03,18,14,0.49
Undergraduate,Math,2025-05-12,15.56,3,Writing,5,Idea Drafted,False,4.5,Monday,False,0.19,0.03,21,66,0.01
Undergraduate,Business,2025-05-12,20.24,7,Writing,4,Idea Drafted,True,5.0,Saturday,True,0.35,0.07,21,85,0.19
High School,Math,2025-05-12,1.21,1,Coding,3,Idea Drafted,True,2.6,Friday,False,0.83,0.01,14,14,0.25
Graduate,Computer Science,2025-06-06,22.93,6,Homework Help,4,Assignment Completed,False,3.2,Friday,False,0.26,0.06,25,62,0.49
Graduate,Psychology,2024-09-21,23.29,9,Homework Help,4,Idea Drafted,True,3.5,Saturday,True,0.39,0.09,30,47,0.28
High School,Biology,2024-09-21,16.7,4,Homework Help,3,Assignment Completed,False,3.0,Wednesday,False,0.25,0.04,16,16,0.0
Undergraduate,Computer Science,2025-05-19,23.23,4,Writing,2,Gave Up,True,2.6,Monday,False,0.17,0.04,18,71,0.08
Undergraduate,Computer Science,2024-09-21,40.0,15,Writing,3,Idea Drafted,False,2.2,Saturday,True,0.38,0.15,22,52,0.07
Undergraduate,Computer Science,2025-06-01,7.71,2,Homework Help,3,Assignment Completed,False,4.3,Sunday,True,0.26,0.02,19,59,0.29
Undergraduate,Unknown,2025-06-01,16.7,11,Writing,4,Idea Drafted,True,3.4,Friday,False,0.2,0.11,23,16,0.29
Undergraduate,History,2024-07-07,14.01,3,Writing,5,Assignment Completed,False,4.0,Sunday,True,0.21,0.03,19,24,0.19
Undergraduate,Unknown,2024-07-07,12.04,2,Studying,2,Assignment Completed,False,1.8,Friday,False,0.17,0.02,19,24,0.47
