StudentLevel,Discipline,SessionDate,SessionLengthMin,TotalPrompts,TaskType,AI_AssistanceLevel,FinalOutcome,UsedAgain,SatisfactionRating,DayOfWeek,IsWeekend,PromptsPerMinute,EstimatedSessionCost_USD,StudentAge,AcademicPressureScore,GpaImprovement
Undergraduate,Psychology,2025-06-24,24.17,6.0,writing,,CONFUSED,false,3.6,Tuesday,False,0.25,0.06,19.0,7.0,0.45
Graduate,Engineering,2024-12-02,9.48,2.0,Writing,3.0,Idea Drafted,True,3.8,Monday,False,0.21,0.02,31.0,89.0,0.38
high school,Business,07-05-2025,4.27,2.0,Coding,3.0,Assignment Completed,  True  ,2.0,wednesday,FALSE,0.47,0.02,16.0,1.0,0.06
Undergraduate,nan,2024-08-08,10.53,2.0,Coding,1.0,Assignment Completed,  NAN  ,,Thursday,False,0.19,0.02,22.0,91.0,0.37
graduate,,2024/10/18,20.66,4.0,Writing,2.0,Confused,FALSE,1.0,Friday,False,0.19,0.04,32.0,17.0,0.37
UNDERGRADUATE,Psychology,2025-04-21,15.64,3.0,Writing,4.0,  Gave Up  ,False,3.8,monday,False,0.19,0.03,19.0,19.0,
undergraduate,Math,2024-10-25,8.21,3.0,Studying,3.0,Assignment Completed,false,3.8,Friday,FALSE,0.37,0.03,18.0,89.0,
Undergraduate,Engineering,2025-06-03,18.46,4.0,Writing,2.0,Assignment Completed,True,1.0,Tuesday,False,0.22,0.04,,97.0,0.31
,History,2024-10-21,8.8,1.0,Writing,2.0,Confused,True,2.1,Monday,False,0.11,0.01,18.0,,0.11
,Engineering,14-09-2024,20.4,,Writing,4.0,IDEA DRAFTED,True,4.2,Saturday,TRUE,0.25,0.05,21.0,96.0,0.12
Undergraduate,Computer Science,2025-03-29,23.9,8.0,Coding,4.0,Confused,False,,  nan  ,,0.33,0.08,22.0,,0.04
Undergraduate,,2025-05-04,16.65,4.0,  CODING  ,4.0,Gave Up,True,3.4,Sunday,true,0.24,0.04,22.0,67.0,0.02
High School,Psychology,2024-07-15,22.68,6.0,Writing,4.0,Idea Drafted,true,4.2,Monday,FALSE,0.26,0.06,15.0,40.0,0.16
nan,computer science,2024-12-16,9.68,2.0,WRITING,4.0,Assignment Completed,True,3.6,Monday,,,0.02,23.0,48.0,0.28
nan,MATH,01/30/2025,15.17,7.0,homework help,4.0,Assignment Completed,  True  ,2.4,Thursday,False,0.46,0.07,22.0,74.0,
Undergraduate,Math,2024-12-01,28.51,8.0,STUDYING,4.0,CONFUSED,False,4.5,Sunday,True,0.28,0.08,23.0,71.0,0.39
Graduate,Computer Science,2024-09-17,27.54,6.0,Research,5.0,Confused,False,5.0,tuesday,nan,0.22,0.06,26.0,92.0,0.33
  High School  ,Math,2025-03-06,11.5,2.0,CODING,3.0,Confused,  False  ,2.0,Thursday,FALSE,0.17,,18.0,89.0,0.41
Undergraduate,Math,2025-04-19,13.31,2.0,Writing,,Idea Drafted,True,2.5,Saturday,True,,0.02,22.0,27.0,0.19
Undergraduate,Biology,18-12-2024,26.53,12.0,Studying,3.0,Confused,False,1.9,Wednesday,False,0.45,0.12,20.0,95.0,0.26
Graduate,Psychology,2024-09-19,18.5,6.0,Homework Help,5.0,Gave Up,false,5.0,THURSDAY,False,,0.06,33.0,92.0,0.37
High School,ENGINEERING,nan,22.68,10.0,WRITING,2.0,Assignment Completed,True,1.8,Saturday,true,0.44,0.1,,57.0,0.3
Undergraduate,Biology,2025-06-11,36.9,9.0,Writing,3.0,,False,3.3,Wednesday,False,0.24,0.09,21.0,48.0,
  High School  ,Math,2025-03-15,5.05,2.0,Homework Help,2.0,assignment completed,True,2.9,Saturday,True,,,17.0,81.0,0.04
High School,Biology,2025-06-09,84.35,19.0,Studying,4.0,Idea Drafted,TRUE,3.8,Monday,False,0.23,0.19,18.0,59.0,0.06
UNDERGRADUATE,math,2024-07-01,22.73,5.0,writing,,assignment completed,true,2.2,Monday,False,0.22,0.05,20.0,26.0,0.47
Undergraduate,History,2024-07-05,5.59,2.0,brainstorming,2.0,Assignment Completed,False,,Friday,  False  ,0.36,0.02,21.0,57.0,0.21
Graduate,Computer Science,2025-01-17,9.28,3.0,Writing,,Assignment Completed,False,2.1,Friday,False,0.32,0.03,22.0,5.0,0.0
Undergraduate,,2025-03-01,2.63,1.0,Homework Help,3.0,Idea Drafted,TRUE,,Saturday,true,0.38,0.01,19.0,84.0,0.07
  UNDERGRADUATE  ,Business,17 Mar 2025,7.54,2.0,Coding,4.0,Assignment Completed,True,5.0,Monday,False,0.27,0.02,18.0,87.0,0.35
Graduate,Psychology,2025-04-03,,6.0,Homework Help,5.0,ASSIGNMENT COMPLETED,False,,Thursday,False,0.19,0.06,34.0,75.0,0.45
Undergraduate,Engineering,10-08-2024,15.55,3.0,Homework Help,3.0,Assignment Completed,False,3.6,Saturday,True,0.19,0.03,21.0,73.0,0.14
Undergraduate,COMPUTER SCIENCE,2025-01-02,45.8,9.0,Brainstorming,4.0,Assignment Completed,False,4.5,THURSDAY,false,0.2,0.09,18.0,31.0,0.29
UNDERGRADUATE,ENGINEERING,2025-06-24,14.08,4.0,Writing,3.0,Assignment Completed,True,3.6,tuesday,False,0.28,0.04,22.0,29.0,0.38
Undergraduate,  Math  ,2025-01-16,23.32,8.0,Writing,,Assignment Completed,True,4.4,Thursday,FALSE,0.34,0.08,23.0,15.0,0.05
  undergraduate  ,Business,2025-05-09,4.87,1.0,Coding,4.0,assignment completed,True,,Friday,False,0.21,0.01,20.0,,0.46
Undergraduate,engineering,2024-11-09,57.57,12.0,Homework Help,,Assignment Completed,True,1.3,Saturday,true,0.21,0.12,19.0,84.0,0.19
undergraduate,History,06/16/2025,55.29,22.0,Homework Help,3.0,Assignment Completed,True,3.4,Monday,False,0.4,0.22,18.0,52.0,0.33
Undergraduate,,2024-08-27,3.69,1.0,Coding,3.0,Assignment Completed,False,2.7,  Tuesday  ,False,0.27,0.01,19.0,21.0,0.47
Graduate,Math,,25.41,5.0,  Studying  ,4.0,assignment completed,True,4.8,Sunday,True,0.2,0.05,27.0,75.0,0.49
Undergraduate,Engineering,2025-06-20,7.25,2.0,Writing,4.0,Idea Drafted,NAN,3.7,Friday,,0.28,0.02,22.0,54.0,0.33
Undergraduate,Engineering,,,6.0,Coding,3.0,Assignment Completed,True,3.5,Friday,  False  ,0.21,0.06,20.0,38.0,0.47
High School,Math,,,2.0,,3.0,Assignment Completed,TRUE,4.3,WEDNESDAY,,0.22,0.02,16.0,4.0,0.37
Undergraduate,Biology,2024-11-14,7.11,3.0,studying,5.0,Idea Drafted,true,5.0,Thursday,False,0.42,0.03,18.0,37.0,0.24
High School,Engineering,2025-04-03,23.86,6.0,  Brainstorming  ,3.0,Idea Drafted,True,4.3,Thursday,FALSE,0.25,,15.0,20.0,0.04
Undergraduate,Psychology,2025-01-23,5.4,2.0,Writing,3.0,Assignment Completed,True,3.6,thursday,False,0.37,0.02,19.0,51.0,0.28
Graduate,Biology,14-12-2024,30.97,9.0,Homework Help,2.0,Idea Drafted,False,3.0,Saturday,true,0.29,0.09,28.0,24.0,0.16
High School,engineering,2024-07-29,25.0,5.0,Coding,3.0,assignment completed,True,3.0,monday,False,0.2,0.05,,45.0,0.5
High School,Psychology,2025-06-14,29.84,6.0,Research,4.0,Confused,False,3.5,Saturday,TRUE,0.2,0.06,16.0,94.0,0.05
high school,Engineering,2025-06-21,12.71,2.0,Coding,5.0,,True,,Saturday,true,0.16,0.02,18.0,54.0,0.19
Undergraduate,Math,2025-01-26,17.76,3.0,  nan  ,4.0,Idea Drafted,  False  ,4.1,Sunday,true,0.17,0.03,23.0,,0.15
Undergraduate,Math,2024-10-11,6.97,1.0,Studying,3.0,Assignment Completed,True,3.8,Friday,False,0.14,0.01,23.0,51.0,0.31
Graduate,Psychology,2024-10-25,21.38,7.0,CODING,4.0,Confused,False,2.2,Friday,False,0.33,0.07,32.0,93.0,0.17
Undergraduate,History,,87.75,20.0,Studying,2.0,Idea Drafted,True,2.4,friday,,0.23,0.2,23.0,31.0,0.36
  Graduate  ,Business,2024-09-13,21.1,5.0,Writing,4.0,Assignment Completed,True,,Friday,False,0.24,0.05,30.0,53.0,0.29
Undergraduate,Psychology,2024-11-11,,1.0,Homework Help,5.0,Gave Up,False,5.0,  Monday  ,False,0.14,0.01,18.0,56.0,0.27
UNDERGRADUATE,nan,2025-05-06,18.62,4.0,Writing,2.0,Confused,True,2.0,Tuesday,False,,0.04,21.0,61.0,0.24
High School,Math,2025-03-06,64.71,17.0,coding,5.0,Gave Up,False,5.0,Thursday,False,0.26,0.17,14.0,13.0,0.17
  Undergraduate  ,Business,2024-10-10,36.58,8.0,Studying,4.0,Assignment Completed,True,3.6,Thursday,False,0.22,0.08,18.0,56.0,0.21
  Undergraduate  ,Math,2025-04-07,4.37,1.0,Coding,3.0,Assignment Completed,True,2.6,  Monday  ,False,0.23,0.01,,14.0,0.2
Undergraduate,Business,07-06-2025,13.88,2.0,,2.0,Assignment Completed,  True  ,1.8,  Saturday  ,True,0.14,0.02,21.0,15.0,0.0
Graduate,HISTORY,2024-08-31,13.31,4.0,Coding,2.0,confused,False,2.2,Saturday,True,0.3,0.04,,49.0,0.24
graduate,Computer Science,2024-12-09,72.04,26.0,,3.0,Idea Drafted,True,3.8,monday,false,0.36,0.26,29.0,86.0,0.5
High School,Business,2025-06-04,,5.0,Writing,2.0,Idea Drafted,TRUE,1.7,Wednesday,false,0.29,0.05,14.0,80.0,0.01
Undergraduate,Math,2025/06/10,19.99,4.0,Coding,3.0,Idea Drafted,True,,tuesday,false,,0.04,23.0,79.0,0.23
Undergraduate,Math,2025-01-06,54.19,22.0,Homework Help,2.0,Assignment Completed,TRUE,1.6,Monday,False,0.41,0.22,23.0,14.0,0.17
high school,History,2025-04-29,25.97,6.0,brainstorming,,Gave Up,False,,Tuesday,False,0.23,0.06,,6.0,0.48
Undergraduate,history,2024-12-19,,10.0,WRITING,4.0,assignment completed,True,5.0,Thursday,False,0.42,0.1,21.0,69.0,0.5
Undergraduate,  Business  ,2024-10-02,14.3,4.0,Writing,3.0,Assignment Completed,True,3.6,  Wednesday  ,,0.28,0.04,22.0,26.0,0.08
Graduate,Computer Science,2024-10-05,3.86,1.0,Studying,3.0,  NAN  ,True,2.9,Saturday,True,0.26,0.01,22.0,40.0,0.19
Undergraduate,History,2025-05-17,6.59,1.0,NAN,4.0,Idea Drafted,True,4.3,Saturday,True,0.15,0.01,20.0,39.0,0.17
High School,Biology,2025/03/15,5.26,2.0,Writing,3.0,Assignment Completed,True,3.1,Saturday,true,0.38,0.02,17.0,39.0,0.45
Graduate,Computer Science,2025-03-03,8.85,1.0,Studying,1.0,Assignment Completed,True,1.4,Monday,False,0.11,0.01,29.0,45.0,0.11
Undergraduate,ENGINEERING,2025/06/04,,2.0,CODING,5.0,Assignment Completed,,5.0,Wednesday,  nan  ,0.27,0.02,18.0,27.0,0.39
UNDERGRADUATE,Psychology,2025-03-14,11.83,2.0,Writing,3.0,Idea Drafted,True,3.1,Friday,  False  ,0.17,0.02,19.0,47.0,0.07
Undergraduate,  Math  ,01/03/2025,44.26,17.0,WRITING,5.0,Confused,False,4.9,Friday,False,0.38,0.17,18.0,41.0,0.03
Undergraduate,History,2024-07-12,20.75,5.0,Writing,4.0,assignment completed,true,3.1,FRIDAY,false,0.24,0.05,18.0,83.0,0.0
  undergraduate  ,Psychology,2024-08-06,22.12,7.0,HOMEWORK HELP,4.0,Assignment Completed,False,4.2,Tuesday,False,0.32,,22.0,93.0,0.11
Undergraduate,Math,2025-01-03,31.3,6.0,CODING,4.0,Confused,true,3.1,Friday,False,0.19,0.06,21.0,64.0,0.35
Undergraduate,Math,2024-09-07,37.04,9.0,Homework Help,3.0,IDEA DRAFTED,True,1.0,saturday,  True  ,,0.09,19.0,97.0,0.07
Undergraduate,History,2025-02-28,,8.0,Brainstorming,5.0,Idea Drafted,  True  ,5.0,Friday,False,,0.08,21.0,90.0,0.01
UNDERGRADUATE,Biology,2024-08-26,20.93,5.0,Writing,,Assignment Completed,True,2.2,Monday,False,0.24,0.05,20.0,28.0,0.03
undergraduate,Psychology,2025-05-27,5.69,1.0,Research,5.0,Assignment Completed,True,,Tuesday,False,,0.01,18.0,50.0,0.24
Graduate,,2025-03-02,18.43,,Writing,4.0,Idea Drafted,True,1.9,Sunday,True,0.27,0.05,34.0,45.0,0.44
Undergraduate,biology,2025-06-21,9.13,2.0,Writing,1.0,Assignment Completed,  nan  ,1.0,Saturday,TRUE,0.22,0.02,20.0,33.0,0.48
Undergraduate,,2025-05-06,56.69,23.0,Writing,5.0,Idea Drafted,True,5.0,Tuesday,False,,0.23,18.0,84.0,0.24
Undergraduate,COMPUTER SCIENCE,2025-03-13,,4.0,Homework Help,4.0,Confused,True,3.3,THURSDAY,False,0.23,0.04,19.0,70.0,0.29
Undergraduate,History,2024/07/03,34.34,10.0,HOMEWORK HELP,3.0,Assignment Completed,True,4.0,Wednesday,False,0.29,0.1,19.0,46.0,0.11
Undergraduate,History,2025-03-19,11.77,3.0,Writing,4.0,Assignment Completed,True,,WEDNESDAY,False,0.25,0.03,22.0,72.0,0.22
High School,PSYCHOLOGY,2025-01-15,4.98,2.0,Coding,3.0,Assignment Completed,True,3.9,Wednesday,  nan  ,0.4,0.02,17.0,41.0,0.28
Undergraduate,nan,2024-11-30,6.86,1.0,Coding,5.0,Assignment Completed,FALSE,3.6,saturday,True,0.15,0.01,20.0,16.0,0.11
UNDERGRADUATE,History,2025-04-29,2.03,1.0,Homework Help,4.0,Confused,,2.8,tuesday,False,0.49,0.01,19.0,26.0,0.19
High School,COMPUTER SCIENCE,  2024-11-03  ,7.29,2.0,Homework Help,4.0,Idea Drafted,True,4.2,Sunday,True,0.27,0.02,16.0,58.0,0.42
Graduate,Computer Science,2025-05-29,7.8,2.0,Coding,,Assignment Completed,True,2.6,Thursday,false,0.26,0.02,26.0,,0.11
undergraduate,,2025-04-08,,4.0,Coding,4.0,Idea Drafted,true,3.2,Tuesday,  False  ,0.39,0.04,22.0,7.0,0.38
undergraduate,Computer Science,2025-05-08,5.87,,,3.0,Confused,False,1.7,  Thursday  ,False,0.17,0.01,20.0,6.0,0.1
Undergraduate,Engineering,20 Aug 2024,12.11,,Studying,3.0,Confused,True,3.7,,False,0.25,0.03,23.0,81.0,0.02
Undergraduate,Business,2024-09-18,11.75,2.0,Coding,3.0,ASSIGNMENT COMPLETED,true,2.5,Wednesday,False,0.17,0.02,23.0,6.0,0.3
Undergraduate,Engineering,2025-06-10,2.24,1.0,Studying,3.0,Gave Up,  FALSE  ,3.3,Tuesday,false,0.45,0.01,18.0,31.0,0.33
High School,PSYCHOLOGY,2024-12-13,12.43,2.0,Homework Help,5.0,Assignment Completed,True,4.0,Friday,False,0.16,0.02,14.0,27.0,0.19
Undergraduate,PSYCHOLOGY,2024-12-20,24.9,11.0,Coding,3.0,assignment completed,  True  ,3.5,Friday,False,0.44,0.11,21.0,64.0,0.05
UNDERGRADUATE,  Business  ,16-12-2024,22.6,9.0,Research,4.0,  Confused  ,True,2.6,monday,FALSE,0.4,0.09,22.0,71.0,0.11
Undergraduate,Business,2024-08-14,5.16,1.0,Coding,3.0,Idea Drafted,  True  ,3.8,wednesday,False,0.19,0.01,18.0,6.0,0.03
High School,Business,2025-02-03,27.82,9.0,Studying,2.0,Confused,False,2.8,Monday,False,0.32,0.09,17.0,47.0,0.07
GRADUATE,Biology,2024-12-07,35.75,7.0,Coding,5.0,Assignment Completed,True,4.9,Saturday,True,0.2,0.07,33.0,100.0,0.46
Undergraduate,NAN,2024-11-26,3.79,1.0,,5.0,Idea Drafted,True,4.2,Tuesday,False,0.26,0.01,20.0,97.0,0.36
Undergraduate,History,2025-03-15,18.57,5.0,Homework Help,4.0,Idea Drafted,  True  ,4.2,SATURDAY,True,0.27,0.05,23.0,29.0,0.45
Undergraduate,math,  2024-10-27  ,30.33,8.0,Studying,3.0,Idea Drafted,True,2.3,Sunday,True,0.26,0.08,21.0,69.0,0.1
Undergraduate,Psychology,nan,22.57,8.0,Homework Help,5.0,Assignment Completed,True,4.1,Thursday,False,0.35,0.08,20.0,25.0,0.1
GRADUATE,Business,09/05/2024,31.17,8.0,WRITING,3.0,IDEA DRAFTED,True,3.5,nan,  False  ,,0.08,27.0,14.0,0.28
UNDERGRADUATE,business,2024-09-07,20.02,5.0,Coding,4.0,Idea Drafted,True,3.4,saturday,True,0.25,0.05,19.0,,
UNDERGRADUATE,Math,,20.49,4.0,Coding,3.0,Idea Drafted,True,4.5,Sunday,True,0.2,0.04,23.0,60.0,0.0
High School,Computer Science,2024-06-25,,1.0,Coding,2.0,Confused,True,1.0,,False,0.38,0.01,18.0,79.0,0.2
graduate,Math,06 Aug 2024,5.4,1.0,Homework Help,3.0,Assignment Completed,true,3.2,Tuesday,False,0.19,0.01,25.0,1.0,0.04
High School,History,10 Oct 2024,9.13,3.0,Homework Help,4.0,Assignment Completed,True,3.6,Thursday,False,0.33,,15.0,59.0,0.07
Graduate,Biology,2025-06-12,44.52,20.0,Homework Help,4.0,Assignment Completed,True,5.0,THURSDAY,False,0.45,0.2,29.0,66.0,0.28
Graduate,Math,2024-07-18,11.47,3.0,  Writing  ,,Confused,TRUE,1.5,,False,0.26,0.03,27.0,72.0,0.18
Undergraduate,Math,2025-03-01,10.65,4.0,Coding,3.0,Assignment Completed,False,2.7,Saturday,True,0.38,0.04,19.0,42.0,0.42
Undergraduate,Business,2025-05-11,40.4,11.0,Writing,3.0,Assignment Completed,True,2.6,,  True  ,0.27,0.11,22.0,81.0,0.2
Undergraduate,Math,2024-07-12,,8.0,Writing,5.0,IDEA DRAFTED,True,5.0,Friday,False,,0.08,21.0,5.0,
Graduate,Business,2025-06-18,14.37,5.0,Coding,4.0,Gave Up,FALSE,4.1,,False,,0.05,25.0,71.0,0.03
Graduate,Biology,2025-04-16,41.69,14.0,Writing,4.0,Assignment Completed,true,,Wednesday,False,,0.14,23.0,15.0,
high school,Business,2025-02-23,10.33,2.0,Writing,4.0,,False,2.2,Sunday,  True  ,0.19,0.02,17.0,1.0,0.26
Graduate,Business,2025/03/22,22.66,4.0,Homework Help,3.0,Assignment Completed,true,2.5,Saturday,True,0.18,0.04,26.0,18.0,0.14
Undergraduate,Biology,2024-11-09,11.07,2.0,Studying,,Assignment Completed,True,5.0,Saturday,TRUE,0.18,0.02,23.0,78.0,0.47
Undergraduate,business,2025-05-06,12.25,3.0,writing,,Assignment Completed,False,5.0,Tuesday,false,0.24,0.03,19.0,95.0,0.07
High School,psychology,08/22/2024,39.93,16.0,Homework Help,4.0,assignment completed,True,4.0,,False,0.4,0.16,16.0,4.0,0.22
Undergraduate,Biology,2025-05-05,18.88,5.0,studying,5.0,Assignment Completed,True,5.0,Monday,False,0.26,0.05,23.0,35.0,0.47
Undergraduate,Business,2024-12-11,25.63,,Research,3.0,Assignment Completed,True,2.8,Wednesday,False,0.2,0.05,20.0,32.0,0.44
Undergraduate,Psychology,2025-06-21,5.36,2.0,Writing,2.0,Idea Drafted,False,1.7,Saturday,True,0.37,0.02,18.0,94.0,0.29
Undergraduate,Psychology,2025-01-18,18.0,8.0,CODING,4.0,Confused,True,5.0,Saturday,,0.44,,19.0,37.0,0.09
High School,HISTORY,2024-07-18,17.65,6.0,Writing,5.0,Assignment Completed,True,5.0,Thursday,False,0.34,0.06,16.0,55.0,0.12
graduate,Psychology,2024-07-03,13.14,3.0,Writing,3.0,Assignment Completed,False,,wednesday,False,0.23,0.03,22.0,3.0,
Graduate,Engineering,2025-06-19,28.13,6.0,Studying,2.0,Confused,FALSE,,Thursday,False,0.21,0.06,32.0,36.0,0.47
  High School  ,Engineering,2025-06-22,,4.0,  Homework Help  ,3.0,Confused,False,2.9,Sunday,True,0.36,0.04,14.0,66.0,
Undergraduate,Math,2024/11/13,3.72,1.0,STUDYING,3.0,Assignment Completed,True,,Wednesday,False,0.27,0.01,23.0,100.0,0.04
UNDERGRADUATE,Psychology,2024-10-28,11.27,2.0,Research,2.0,Confused,,1.0,Monday,false,0.18,0.02,21.0,65.0,0.46
High School,computer science,  2025-03-03  ,3.95,1.0,Coding,4.0,Assignment Completed,True,1.6,Monday,False,0.25,0.01,17.0,3.0,0.35
Undergraduate,History,2025-01-11,2.45,1.0,Research,5.0,Assignment Completed,True,,Saturday,True,0.41,0.01,19.0,,0.08
GRADUATE,Business,2025-03-06,26.64,12.0,Writing,4.0,Assignment Completed,True,3.0,,False,0.45,0.12,29.0,37.0,0.44
Undergraduate,Engineering,2024-07-11,17.9,3.0,Studying,3.0,  Idea Drafted  ,True,4.8,thursday,False,0.17,0.03,21.0,19.0,0.12
Undergraduate,Psychology,07/08/2024,20.45,8.0,  nan  ,4.0,Gave Up,TRUE,3.0,Monday,FALSE,0.39,0.08,22.0,43.0,0.18
,Engineering,2024/07/03,,3.0,  CODING  ,3.0,NAN,False,2.8,Wednesday,false,0.17,,19.0,56.0,0.4
High School,BUSINESS,16 Jun 2025,25.04,5.0,Coding,2.0,Confused,True,,Monday,False,0.2,0.05,15.0,5.0,0.4
Undergraduate,Psychology,2024-08-22,12.98,6.0,Writing,4.0,,True,4.7,Thursday,False,0.46,0.06,21.0,37.0,0.0
High School,History,2024-12-28,,5.0,nan,4.0,Assignment Completed,True,2.7,Saturday,  True  ,0.33,0.05,17.0,27.0,0.42
graduate,Computer Science,2025-05-22,5.91,1.0,,2.0,Assignment Completed,True,1.0,THURSDAY,False,0.17,0.01,29.0,72.0,0.29
Undergraduate,MATH,2025-03-16,32.54,14.0,Writing,5.0,,False,3.6,,,0.43,,22.0,,0.06
UNDERGRADUATE,  Math  ,  2024-09-01  ,18.57,6.0,Homework Help,4.0,Assignment Completed,True,3.5,Sunday,True,0.32,0.06,18.0,56.0,0.42
GRADUATE,  History  ,2025/04/03,40.39,9.0,Studying,5.0,assignment completed,True,,Thursday,False,0.22,0.09,29.0,64.0,0.25
,Biology,2024-08-12,17.53,6.0,Studying,5.0,Idea Drafted,True,4.4,MONDAY,False,0.34,0.06,17.0,65.0,0.12
Undergraduate,Math,2024-07-19,10.99,2.0,Homework Help,4.0,Gave Up,False,,Friday,FALSE,0.18,0.02,20.0,25.0,0.05
graduate,Psychology,2024-10-22,3.06,1.0,CODING,,Assignment Completed,True,3.8,Tuesday,false,,0.01,22.0,66.0,0.36
Undergraduate,BIOLOGY,2024-09-04,7.0,,Writing,3.0,Idea Drafted,False,5.0,Wednesday,False,0.43,0.03,22.0,80.0,0.33
undergraduate,Business,26 Oct 2024,22.59,4.0,Coding,4.0,  Assignment Completed  ,False,3.6,Saturday,True,,0.04,18.0,62.0,0.17
Undergraduate,Psychology,12/20/2024,27.51,12.0,Homework Help,3.0,Confused,False,3.8,Friday,False,0.44,0.12,19.0,57.0,0.47
graduate,Engineering,2025-03-08,,13.0,Studying,4.0,Assignment Completed,true,2.7,SATURDAY,True,0.44,0.13,34.0,12.0,0.42
Graduate,Computer Science,2025-05-18,8.69,3.0,Coding,4.0,Assignment Completed,True,2.9,Sunday,TRUE,0.35,0.03,34.0,2.0,0.21
High School,ENGINEERING,2024-09-07,53.08,15.0,Brainstorming,2.0,Assignment Completed,True,1.0,Saturday,true,0.28,0.15,18.0,58.0,0.4
High School,Math,,,7.0,Studying,5.0,confused,false,5.0,Friday,False,0.41,0.07,17.0,87.0,0.25
Undergraduate,Biology,2024-12-06,55.35,20.0,Coding,3.0,Confused,False,3.1,Friday,False,0.36,0.2,21.0,83.0,0.18
Undergraduate,Math,04-07-2024,13.22,3.0,Writing,4.0,IDEA DRAFTED,True,3.4,Thursday,False,0.23,0.03,18.0,89.0,0.3
High School,Engineering,2025/02/13,17.24,6.0,Coding,3.0,  Assignment Completed  ,True,2.6,Thursday,False,0.35,0.06,16.0,1.0,
Graduate,Math,2024-10-18,10.72,2.0,Studying,5.0,Idea Drafted,FALSE,4.7,Friday,False,,0.02,32.0,84.0,0.22
Undergraduate,MATH,2024-09-20,17.35,3.0,Homework Help,,Assignment Completed,True,4.6,Friday,False,0.17,0.03,18.0,5.0,0.03
,engineering,2025-02-01,18.55,8.0,,4.0,Assignment Completed,  False  ,5.0,  Saturday  ,True,0.43,0.08,23.0,24.0,0.43
Undergraduate,  History  ,2025-03-19,21.25,5.0,Brainstorming,3.0,Idea Drafted,TRUE,2.9,WEDNESDAY,False,0.24,,18.0,,
Undergraduate,biology,2025-04-27,3.28,1.0,Coding,1.0,Assignment Completed,True,1.8,Sunday,True,0.3,0.01,20.0,93.0,0.19
Undergraduate,Psychology,2024-08-10,12.77,3.0,coding,4.0,Assignment Completed,True,3.9,Saturday,True,0.23,0.03,19.0,98.0,0.39
High School,,2025-04-18,,15.0,Brainstorming,3.0,Idea Drafted,False,3.3,Friday,False,0.27,0.15,14.0,60.0,0.34
  High School  ,,2025-06-15,53.67,10.0,Homework Help,2.0,,False,,Sunday,True,0.19,0.1,18.0,89.0,0.15
Undergraduate,Math,2024-09-16,,12.0,studying,3.0,Assignment Completed,True,2.8,  Monday  ,False,0.22,0.12,20.0,89.0,0.01
Undergraduate,Business,16 Apr 2025,19.03,9.0,Homework Help,4.0,assignment completed,True,3.8,WEDNESDAY,False,0.47,0.09,,55.0,0.39
UNDERGRADUATE,Math,2024-11-25,11.42,5.0,Writing,4.0,assignment completed,True,4.0,monday,False,0.44,,21.0,84.0,0.41
Undergraduate,Engineering,2025-01-15,23.16,5.0,,4.0,Idea Drafted,True,5.0,Wednesday,False,0.22,0.05,19.0,63.0,0.04
High School,  nan  ,2025-05-03,,8.0,Writing,3.0,Confused,True,4.1,,True,0.27,0.08,15.0,41.0,0.03
Graduate,Business,,37.07,9.0,coding,1.0,Idea Drafted,True,,Saturday,True,0.24,,26.0,30.0,0.39
undergraduate,Business,2025-03-20,41.55,16.0,Coding,3.0,Idea Drafted,True,3.3,Thursday,False,0.39,0.16,19.0,15.0,0.37
Undergraduate,math,2024-07-27,43.9,17.0,CODING,5.0,assignment completed,True,,Saturday,true,0.39,0.17,22.0,43.0,0.36
High School,History,2025-01-01,3.97,1.0,STUDYING,5.0,ASSIGNMENT COMPLETED,  True  ,4.9,Wednesday,nan,0.25,0.01,18.0,90.0,0.23
High School,Business,2024-08-26,8.7,2.0,homework help,4.0,Idea Drafted,True,3.0,Monday,False,0.23,0.02,16.0,55.0,0.24
Undergraduate,Engineering,2025-06-11,22.65,6.0,Homework Help,3.0,ASSIGNMENT COMPLETED,True,2.3,Wednesday,False,,0.06,19.0,89.0,0.15
High School,Engineering,2024-07-07,5.65,,Research,2.0,Assignment Completed,True,,sunday,true,0.18,0.01,18.0,82.0,0.08
undergraduate,Biology,2024-09-09,10.74,2.0,Homework Help,3.0,NAN,true,4.5,Monday,False,0.19,0.02,22.0,50.0,0.38
Undergraduate,History,  2024-08-10  ,20.15,7.0,Research,4.0,Idea Drafted,True,4.1,Saturday,TRUE,0.35,0.07,18.0,88.0,0.24
Undergraduate,history,2024-09-08,6.5,3.0,Brainstorming,3.0,Idea Drafted,,2.9,Sunday,True,0.46,0.03,21.0,43.0,0.28
Undergraduate,Biology,2024-11-17,27.59,8.0,NAN,3.0,idea drafted,False,3.2,Sunday,True,0.29,0.08,21.0,20.0,0.17
GRADUATE,Engineering,2025-02-20,37.19,11.0,Writing,4.0,idea drafted,TRUE,4.7,Thursday,False,0.3,0.11,26.0,9.0,0.05
undergraduate,Computer Science,2024-11-05,6.36,2.0,Homework Help,3.0,Assignment Completed,False,2.6,TUESDAY,False,0.31,0.02,,30.0,0.47
Undergraduate,Psychology,2024-11-07,20.16,6.0,Coding,5.0,Assignment Completed,True,5.0,  Thursday  ,False,0.3,0.06,19.0,68.0,0.26
